GeneID	KOID	PathwayID
gid77170.0.2	K03242	map03013
gid771.0.1	K11093	map03040
gid7720.0.1	K01939	map00230
gid7720.0.1	K01939	map00250
gid77220.0.1	K00059	map00061
gid77220.0.1	K00059	map00333
gid77220.0.1	K00059	map00780
gid77220.0.1	K00059	map01040
gid7722.0.1	K00432	map00480
gid7722.0.1	K00432	map00590
gid77231.0.2	K00660	map00941
gid77231.0.2	K00660	map04712
gid77231.1.1	K00660	map00941
gid77231.1.1	K00660	map04712
gid7724.0.1	K00604	map00670
gid7724.0.1	K00604	map00970
gid77264.0.1	K01176	map00500
gid7726.0.1	K02262	map00190
gid7726.0.2	K02262	map00190
gid7726.0.3	K03880	map00190
gid77274.0.1	K00827	map00250
gid77274.0.1	K00827	map00260
gid77274.0.1	K00827	map00270
gid77274.0.1	K00827	map00280
gid772.0.1	K13525	map04141
gid77308.0.1	K20538	map04016
gid7730.0.1	K08490	map04130
gid7733.0.1	K03661	map00190
gid7733.0.1	K03661	map04145
gid7733.1.1	K03661	map00190
gid7733.1.1	K03661	map04145
gid7733.1.3	K03661	map00190
gid7733.1.3	K03661	map04145
gid7734.0.1	K02183	map04016
gid7734.0.1	K02183	map04070
gid7734.0.1	K02183	map04626
gid7737.0.1	K01177	map00500
gid77380.0.1	K03028	map03050
gid77389.0.1	K14400	map03015
gid773.0.1	K14502	map04075
gid77402.0.1	K10683	map03440
gid77402.0.2	K10683	map03440
gid77419.0.1	K03841	map00010
gid77419.0.1	K03841	map00030
gid77419.0.1	K03841	map00051
gid77419.0.1	K03841	map00710
gid77419.0.2	K03841	map00010
gid77419.0.2	K03841	map00030
gid77419.0.2	K03841	map00051
gid77419.0.2	K03841	map00710
gid7742.1.2	K02704	map00195
gid77437.0.1	K01557	map00350
gid77455.0.1	K09667	map00514
gid77457.0.1	K01557	map00350
gid77457.0.2	K01557	map00350
gid77472.0.1	K07385	map00902
gid7749.0.1	K21026	map00901
gid77507.0.1	K14401	map03015
gid77511.0.1	K01895	map00010
gid77511.0.1	K01895	map00620
gid77511.0.1	K01895	map00630
gid77511.0.1	K01895	map00640
gid77513.0.1	K00930	map00220
gid77521.0.1	K00799	map00480
gid77543.0.1	K01188	map00460
gid77543.0.1	K01188	map00500
gid77543.0.1	K01188	map00940
gid77549.0.1	K12486	map04144
gid7755.0.1	K01623	map00010
gid7755.0.1	K01623	map00030
gid7755.0.1	K01623	map00051
gid7755.0.1	K01623	map00710
gid7755.0.2	K01623	map00010
gid7755.0.2	K01623	map00030
gid7755.0.2	K01623	map00051
gid7755.0.2	K01623	map00710
gid77569.0.1	K02183	map04016
gid77569.0.1	K02183	map04070
gid77569.0.1	K02183	map04626
gid7756.0.1	K14508	map04075
gid77589.0.1	K12741	map03040
gid77598.0.1	K14484	map04075
gid7759.0.1	K02883	map03010
gid7759.0.2	K02883	map03010
gid77604.0.1	K07179	map03008
gid7760.0.1	K10525	map00592
gid7761.0.1	K05658	map02010
gid77630.0.2	K08057	map04141
gid77630.0.2	K08057	map04145
gid7764.0.1	K01803	map00010
gid7764.0.1	K01803	map00051
gid7764.0.1	K01803	map00562
gid7764.0.1	K01803	map00710
gid7765.0.1	K01206	map00511
gid7766.0.1	K00759	map00230
gid7767.0.1	K01126	map00564
gid77682.0.3	K13832	map00400
gid77698.0.2	K01893	map00970
gid7769.0.1	K15631	map00790
gid776.0.1	K06892	map00940
gid776.0.2	K13229	map00402
gid77712.0.2	K07901	map04144
gid77717.0.1	K01900	map00020
gid77717.0.1	K01900	map00640
gid77723.0.1	K00253	map00280
gid77727.0.1	K10881	map03050
gid77727.0.1	K10881	map03440
gid7772.0.2	K02130	map00190
gid77775.0.2	K12189	map04144
gid77781.0.1	K02147	map00190
gid77781.0.1	K02147	map04145
gid77790.0.1	K13525	map04141
gid77809.0.2	K00948	map00030
gid77809.0.2	K00948	map00230
gid7780.0.1	K02934	map03010
gid7780.1.1	K02934	map03010
gid7782.0.1	K20217	map04120
gid7782.0.2	K20217	map04120
gid77830.0.1	K03265	map03015
gid77847.0.1	K14486	map04075
gid7784.0.3	K14190	map00053
gid7784.0.4	K14190	map00053
gid77863.0.1	K01728	map00040
gid77865.1.2	K00655	map00561
gid77865.1.2	K00655	map00564
gid77875.0.1	K01246	map03410
gid77878.0.1	K14563	map03008
gid77879.0.2	K00472	map00330
gid77883.0.1	K07512	map00062
gid778.0.1	K14289	map03013
gid77914.0.1	K01968	map00280
gid7792.0.1	K13342	map04146
gid7793.0.1	K05359	map00400
gid7796.0.1	K06236	map04933
gid7797.0.1	K03952	map00190
gid77983.0.2	K18442	map04144
gid78003.0.3	K02133	map00190
gid78003.0.4	K02133	map00190
gid78003.0.5	K02133	map00190
gid78004.0.1	K01749	map00860
gid78017.1.2	K14486	map04075
gid78018.0.1	K12349	map00600
gid78026.0.2	K05857	map00562
gid78026.0.2	K05857	map04070
gid78026.0.2	K05857	map04933
gid7802.0.1	K12349	map00600
gid7805.0.1	K03038	map03050
gid78065.0.1	K00006	map00564
gid7806.0.1	K01054	map00561
gid7808.0.1	K05674	map02010
gid78106.0.1	K03253	map03013
gid7810.0.1	K01176	map00500
gid78113.0.1	K01893	map00970
gid78121.0.4	K02291	map00906
gid78139.0.1	K01214	map00500
gid78147.0.1	K10578	map04120
gid78147.0.1	K10578	map04141
gid78149.0.2	K02083	map00230
gid7815.0.1	K00383	map00480
gid7817.0.1	K00750	map00500
gid78180.0.1	K07375	map04145
gid78192.0.1	K00083	map00940
gid78194.0.2	K12121	map04712
gid78194.0.3	K12121	map04712
gid7820.0.1	K03847	map00510
gid78217.0.1	K09753	map00940
gid78245.0.1	K01611	map00270
gid78245.0.1	K01611	map00330
gid7825.1.1	K03809	map00130
gid78285.0.1	K14004	map03013
gid78285.0.1	K14004	map04141
gid78297.0.1	K00799	map00480
gid7829.5.1	K13412	map04626
gid7831.0.1	K01868	map00970
gid78324.0.1	K15728	map00561
gid78324.0.1	K15728	map00564
gid7834.0.1	K12818	map03040
gid78355.0.1	K12831	map03040
gid78370.0.1	K01785	map00010
gid78370.0.1	K01785	map00052
gid78379.0.1	K08736	map03430
gid78401.0.1	K14424	map00100
gid78407.1.1	K07374	map04145
gid78435.0.1	K00703	map00500
gid78445.0.2	K03006	map00230
gid78445.0.2	K03006	map00240
gid78445.0.2	K03006	map03020
gid78451.0.1	K20604	map04016
gid78455.0.1	K02898	map03010
gid78456.0.1	K10590	map04120
gid7846.2.1	K02893	map03010
gid7846.2.2	K02893	map03010
gid7847.0.1	K04077	map03018
gid7849.0.1	K03265	map03015
gid78508.1.1	K02133	map00190
gid7852.0.1	K14491	map04075
gid7854.0.1	K10683	map03440
gid7855.1.1	K14494	map04075
gid78567.1.1	K14500	map04075
gid7859.0.1	K03183	map00130
gid785.0.1	K02717	map00195
gid78604.0.2	K10683	map03440
gid7860.0.1	K00972	map00520
gid78626.0.1	K06269	map03015
gid78627.0.1	K02734	map03050
gid78654.0.1	K03660	map03410
gid7865.0.1	K01930	map00790
gid78664.0.1	K13789	map00900
gid78664.0.2	K13789	map00900
gid7867.0.1	K10615	map04120
gid78694.0.1	K02979	map03010
gid78697.0.1	K14484	map04075
gid78705.0.1	K00036	map00030
gid78705.0.1	K00036	map00480
gid78721.0.2	K00236	map00020
gid78721.0.2	K00236	map00190
gid7872.0.1	K10588	map04120
gid78738.0.2	K10088	map04141
gid7873.0.1	K14175	map00909
gid78765.0.2	K13065	map00940
gid78765.0.2	K13065	map00941
gid78765.0.2	K13065	map00945
gid7876.1.1	K03809	map00130
gid7880.0.1	K20604	map04016
gid7882.0.1	K10757	map00944
gid7883.0.1	K06118	map00520
gid7883.0.1	K06118	map00561
gid78865.0.1	K10144	map04120
gid78870.0.1	K01087	map00500
gid7888.0.1	K03949	map00190
gid78893.0.2	K10365	map04144
gid78896.0.1	K12818	map03040
gid788.1.1	K13457	map04626
gid788.2.1	K08852	map04141
gid7890.0.1	K03217	map03060
gid78912.0.1	K14400	map03015
gid78928.0.1	K13493	map00908
gid7892.0.1	K01885	map00860
gid7892.0.1	K01885	map00970
gid78949.0.1	K00058	map00260
gid78966.0.1	K10901	map03440
gid7896.0.1	K13508	map00561
gid7896.0.1	K13508	map00564
gid78971.0.1	K18693	map00561
gid78971.0.1	K18693	map00564
gid78980.0.1	K02704	map00195
gid78981.0.1	K12524	map00260
gid78981.0.1	K12524	map00261
gid78981.0.1	K12524	map00270
gid78981.0.1	K12524	map00300
gid78994.0.1	K03134	map03022
gid7899.0.1	K00140	map00280
gid7899.0.1	K00140	map00410
gid7899.0.1	K00140	map00562
gid7899.0.1	K00140	map00640
gid789.0.1	K01106	map00562
gid789.0.1	K01106	map04070
gid7900.0.1	K14494	map04075
gid79019.0.3	K15777	map00965
gid7903.0.1	K10798	map03410
gid79044.0.2	K01177	map00500
gid7904.0.1	K02083	map00230
gid7905.0.1	K08495	map04130
gid7906.0.1	K02492	map00860
gid79073.0.1	K13341	map04146
gid7907.0.1	K16055	map00500
gid7908.0.1	K01792	map00010
gid7909.0.1	K01738	map00270
gid7909.0.1	K01738	map00920
gid7909.1.1	K01738	map00270
gid7909.1.1	K01738	map00920
gid7911.0.1	K05278	map00941
gid7912.0.1	K13459	map04626
gid79131.0.3	K05658	map02010
gid79136.0.1	K01755	map00220
gid79136.0.1	K01755	map00250
gid79155.0.2	K15918	map00260
gid79155.0.2	K15918	map00561
gid79155.0.2	K15918	map00630
gid7915.0.2	K12825	map03040
gid7916.0.1	K10144	map04120
gid7918.0.1	K10881	map03050
gid7918.0.1	K10881	map03440
gid791.0.1	K15362	map03440
gid79222.0.1	K06269	map03015
gid79227.0.1	K01176	map00500
gid79231.0.1	K08242	map00100
gid79239.1.1	K03963	map00190
gid79251.0.1	K00074	map00360
gid79251.0.1	K00074	map00650
gid79262.0.2	K18660	map00280
gid79271.0.3	K19891	map00500
gid79276.0.3	K10414	map04145
gid7927.0.1	K02707	map00195
gid79308.0.1	K03066	map03050
gid79308.0.2	K03066	map03050
gid79308.0.3	K03066	map03050
gid79308.0.4	K03066	map03050
gid79313.0.1	K12492	map04144
gid7932.0.1	K12196	map04144
gid79345.0.1	K10686	map04120
gid7935.0.1	K02879	map03010
gid79373.0.1	K04392	map04145
gid79373.0.1	K04392	map04933
gid7937.0.1	K01673	map00910
gid79380.0.1	K08660	map00330
gid79380.0.1	K08660	map00340
gid79380.0.1	K08660	map00410
gid79380.0.2	K08660	map00330
gid79380.0.2	K08660	map00340
gid79380.0.2	K08660	map00410
gid79380.0.3	K08660	map00330
gid79380.0.3	K08660	map00340
gid79380.0.3	K08660	map00410
gid79383.0.1	K13413	map04016
gid79383.0.1	K13413	map04075
gid79383.0.1	K13413	map04626
gid79408.0.1	K12194	map04144
gid79433.0.2	K12587	map03018
gid7943.0.1	K18693	map00561
gid7943.0.1	K18693	map00564
gid7947.0.1	K13464	map04075
gid794.0.1	K04382	map03015
gid794.0.1	K04382	map04136
gid79510.0.1	K08915	map00196
gid7952.0.1	K01674	map00910
gid79536.0.2	K17497	map00051
gid79536.0.2	K17497	map00520
gid7954.0.1	K13459	map04626
gid7954.0.2	K13459	map04626
gid7954.1.1	K13459	map04626
gid7955.0.1	K00620	map00220
gid7956.0.1	K13430	map04626
gid79575.0.2	K08341	map04136
gid79597.0.1	K02126	map00190
gid7959.0.1	K12619	map03008
gid7959.0.1	K12619	map03018
gid7959.1.1	K12619	map03008
gid7959.1.1	K12619	map03018
gid795.0.1	K15813	map00909
gid795.0.2	K15813	map00909
gid795.1.1	K15813	map00909
gid79606.0.2	K12304	map00230
gid79606.0.2	K12304	map00240
gid79618.0.1	K07203	map04136
gid7961.0.1	K08917	map00196
gid7963.0.1	K04646	map04144
gid7963.0.2	K04646	map04144
gid7963.2.1	K04646	map04144
gid79641.0.1	K10365	map04144
gid79646.0.1	K10580	map04120
gid7964.0.1	K03122	map03022
gid79650.0.2	K03094	map04120
gid79650.0.2	K03094	map04141
gid79650.0.3	K03094	map04120
gid79650.0.3	K03094	map04141
gid79650.1.1	K03094	map04120
gid79650.1.1	K03094	map04141
gid79676.0.1	K03231	map03013
gid7968.0.1	K12667	map00510
gid7968.0.1	K12667	map04141
gid79704.0.1	K00799	map00480
gid7970.0.1	K12836	map03040
gid7972.0.1	K00013	map00340
gid7973.0.1	K01918	map00410
gid7973.0.1	K01918	map00770
gid7974.0.1	K14490	map04075
gid7975.0.1	K19269	map00630
gid79768.0.1	K16903	map00380
gid7976.0.1	K14175	map00909
gid7976.1.1	K15718	map00591
gid7976.2.1	K13457	map04626
gid7976.3.1	K13457	map04626
gid79771.0.3	K11087	map03040
gid79777.0.1	K11204	map00270
gid79777.0.1	K11204	map00480
gid79777.0.2	K11204	map00270
gid79777.0.2	K11204	map00480
gid79777.0.3	K11204	map00270
gid79777.0.3	K11204	map00480
gid7977.0.1	K02257	map00190
gid7977.0.1	K02257	map00860
gid79791.0.1	K10808	map00230
gid79791.0.1	K10808	map00240
gid79791.0.1	K10808	map00480
gid79791.0.2	K10808	map00230
gid79791.0.2	K10808	map00240
gid79791.0.2	K10808	map00480
gid79791.0.3	K10808	map00230
gid79791.0.3	K10808	map00240
gid79791.0.3	K10808	map00480
gid79794.0.1	K00902	map00510
gid79796.0.1	K10666	map04141
gid79796.0.2	K10666	map04141
gid7980.0.1	K10084	map04141
gid79814.0.1	K17686	map04016
gid79817.0.1	K02900	map03010
gid7981.0.1	K11420	map00310
gid79825.0.1	K12833	map03040
gid79856.0.1	K11541	map00240
gid79856.0.1	K11541	map00250
gid79856.0.2	K11540	map00240
gid79856.0.2	K11540	map00250
gid7985.0.1	K11131	map03008
gid79869.0.1	K17686	map04016
gid79869.0.4	K17686	map04016
gid7986.0.1	K03259	map03013
gid7988.0.1	K03115	map03008
gid7988.0.1	K03115	map04712
gid7989.0.1	K14454	map00220
gid7989.0.1	K14454	map00250
gid7989.0.1	K14454	map00270
gid7989.0.1	K14454	map00330
gid7989.0.1	K14454	map00350
gid7989.0.1	K14454	map00360
gid7989.0.1	K14454	map00400
gid7989.0.1	K14454	map00710
gid7989.0.1	K14454	map00950
gid7989.0.1	K14454	map00960
gid798.0.1	K00940	map00230
gid798.0.1	K00940	map00240
gid798.0.1	K00940	map04016
gid79907.0.1	K11517	map00630
gid79907.0.1	K11517	map04146
gid79907.0.2	K11517	map00630
gid79907.0.2	K11517	map04146
gid79913.0.1	K10775	map00360
gid79913.0.1	K10775	map00940
gid7992.0.1	K00430	map00940
gid7992.0.2	K00430	map00940
gid79940.0.1	K12864	map03040
gid79954.0.2	K14321	map03013
gid79959.0.1	K03004	map00230
gid79959.0.1	K03004	map00240
gid79959.0.1	K03004	map03020
gid7995.0.1	K12486	map04144
gid79962.0.1	K13457	map04626
gid79986.0.2	K02183	map04016
gid79986.0.2	K02183	map04070
gid79986.0.2	K02183	map04626
gid7998.0.1	K04354	map03015
gid79994.0.1	K01193	map00052
gid79994.0.1	K01193	map00500
gid80002.0.1	K00002	map00010
gid80002.0.1	K00002	map00040
gid80002.0.1	K00002	map00561
gid80002.0.2	K00002	map00010
gid80002.0.2	K00002	map00040
gid80002.0.2	K00002	map00561
gid80007.0.1	K14485	map04075
gid8002.0.1	K01890	map00970
gid80036.0.1	K01054	map00561
gid8004.0.1	K01620	map00260
gid80050.0.2	K12818	map03040
gid8005.0.1	K16054	map00270
gid80072.0.1	K01535	map00190
gid80098.0.1	K00939	map00230
gid80098.0.1	K00939	map00730
gid80098.0.2	K00939	map00230
gid80098.0.2	K00939	map00730
gid80108.0.1	K12858	map03040
gid80108.0.2	K12858	map03040
gid80122.0.1	K03553	map03440
gid8012.1.1	K14411	map03015
gid80159.0.1	K00705	map00500
gid80163.0.1	K14484	map04075
gid80174.0.1	K01887	map00970
gid80180.0.2	K14379	map00740
gid80193.0.1	K01623	map00010
gid80193.0.1	K01623	map00030
gid80193.0.1	K01623	map00051
gid80193.0.1	K01623	map00710
gid8019.0.1	K03037	map03050
gid80231.0.1	K14500	map04075
gid8023.0.1	K00053	map00290
gid8023.0.1	K00053	map00770
gid8023.1.1	K00053	map00290
gid8023.1.1	K00053	map00770
gid80259.0.1	K18134	map00514
gid80290.0.2	K16222	map04712
gid80299.0.1	K00600	map00260
gid80299.0.1	K00600	map00460
gid80299.0.1	K00600	map00630
gid80299.0.1	K00600	map00670
gid80299.0.2	K00600	map00260
gid80299.0.2	K00600	map00460
gid80299.0.2	K00600	map00630
gid80299.0.2	K00600	map00670
gid80299.0.3	K00600	map00260
gid80299.0.3	K00600	map00460
gid80299.0.3	K00600	map00630
gid80299.0.3	K00600	map00670
gid80301.0.1	K16223	map04712
gid8030.0.1	K02952	map03010
gid80322.0.2	K13412	map04626
gid8032.0.1	K12524	map00260
gid8032.0.1	K12524	map00261
gid8032.0.1	K12524	map00270
gid8032.0.1	K12524	map00300
gid8033.0.1	K00627	map00010
gid8033.0.1	K00627	map00020
gid8033.0.1	K00627	map00620
gid80352.0.1	K20536	map04016
gid80358.0.2	K04487	map00730
gid80358.0.2	K04487	map04122
gid8035.0.2	K08739	map03430
gid80367.0.1	K02183	map04016
gid80367.0.1	K02183	map04070
gid80367.0.1	K02183	map04626
gid80377.0.3	K02575	map00910
gid80380.0.2	K14492	map04075
gid803.0.1	K12873	map03040
gid8040.0.1	K13379	map00520
gid8041.0.1	K01051	map00040
gid80423.0.1	K03945	map00190
gid8042.0.1	K03231	map03013
gid8042.1.1	K03231	map03013
gid8043.0.1	K14485	map04075
gid80440.0.1	K12524	map00260
gid80440.0.1	K12524	map00261
gid80440.0.1	K12524	map00270
gid80440.0.1	K12524	map00300
gid80440.0.2	K12524	map00260
gid80440.0.2	K12524	map00261
gid80440.0.2	K12524	map00270
gid80440.0.2	K12524	map00300
gid80483.0.2	K10688	map04120
gid8049.0.1	K13917	map03015
gid8049.1.1	K13917	map03015
gid804.0.1	K03512	map03410
gid804.0.1	K03512	map03450
gid80515.0.2	K00919	map00900
gid8051.1.1	K13248	map00750
gid80532.0.1	K10703	map00062
gid80532.0.1	K10703	map01040
gid80543.0.1	K00626	map00071
gid80543.0.1	K00626	map00072
gid80543.0.1	K00626	map00280
gid80543.0.1	K00626	map00310
gid80543.0.1	K00626	map00380
gid80543.0.1	K00626	map00620
gid80543.0.1	K00626	map00630
gid80543.0.1	K00626	map00640
gid80543.0.1	K00626	map00650
gid80543.0.1	K00626	map00900
gid8054.0.1	K13424	map04016
gid80555.0.1	K04706	map04120
gid80557.0.2	K01179	map00500
gid80578.0.1	K02209	map03030
gid80579.0.1	K05291	map00563
gid8059.1.1	K02155	map00190
gid8059.1.1	K02155	map04145
gid8059.2.1	K02155	map00190
gid8059.2.1	K02155	map04145
gid8060.0.1	K14006	map04141
gid8063.0.1	K11826	map04144
gid80652.0.1	K10591	map04120
gid80652.0.1	K10591	map04144
gid8065.0.1	K01874	map00450
gid8065.0.1	K01874	map00970
gid8067.0.1	K14508	map04075
gid806.0.1	K10570	map03420
gid806.0.1	K10570	map04120
gid8070.0.1	K13457	map04626
gid80714.0.1	K13414	map04016
gid80714.0.1	K13414	map04626
gid80716.0.1	K12599	map03018
gid8071.0.1	K00966	map00051
gid8071.0.1	K00966	map00520
gid8072.0.1	K02922	map03010
gid80732.0.1	K10047	map00053
gid80732.0.1	K10047	map00562
gid80732.0.1	K10047	map04070
gid8073.0.1	K10527	map00071
gid8073.0.1	K10527	map00592
gid8074.0.1	K05666	map02010
gid80765.0.1	K12856	map03040
gid80785.0.2	K00600	map00260
gid80785.0.2	K00600	map00460
gid80785.0.2	K00600	map00630
gid80785.0.2	K00600	map00670
gid8078.0.1	K14488	map04075
gid80804.0.1	K15920	map00520
gid80810.0.6	K12599	map03018
gid8083.0.1	K11420	map00310
gid8084.2.1	K12741	map03040
gid8086.0.1	K02303	map00860
gid80880.0.2	K00981	map00564
gid80880.0.2	K00981	map04070
gid8089.0.1	K03248	map03013
gid808.0.1	K00940	map00230
gid808.0.1	K00940	map00240
gid808.0.1	K00940	map04016
gid808.1.1	K00940	map00230
gid808.1.1	K00940	map00240
gid808.1.1	K00940	map04016
gid8090.0.1	K00208	map00061
gid8090.0.1	K00208	map00333
gid8090.0.1	K00208	map00780
gid80928.0.2	K14408	map03015
gid8092.0.1	K03241	map03013
gid80941.0.1	K05894	map00592
gid80976.0.1	K02905	map03010
gid80990.0.1	K00999	map00562
gid80990.0.1	K00999	map00564
gid80990.0.1	K00999	map04070
gid80.0.1	K01365	map04145
gid81006.0.1	K01513	map00230
gid81006.0.1	K01513	map00240
gid81006.0.1	K01513	map00500
gid81006.0.1	K01513	map00740
gid81006.0.1	K01513	map00760
gid81006.0.1	K01513	map00770
gid81010.0.1	K10848	map03420
gid81010.0.2	K10848	map03420
gid81010.0.3	K10848	map03420
gid8105.0.1	K12856	map03040
gid81061.0.1	K04565	map04146
gid81085.0.1	K13508	map00561
gid81085.0.1	K13508	map00564
gid81088.0.1	K02991	map03010
gid8108.0.1	K12309	map00052
gid8108.0.1	K12309	map00511
gid8108.0.1	K12309	map00531
gid8108.0.1	K12309	map00600
gid8108.0.1	K12309	map00604
gid8109.0.1	K02731	map03050
gid810.0.1	K13430	map04626
gid810.2.1	K13430	map04626
gid81122.0.1	K01689	map00010
gid81122.0.1	K01689	map03018
gid81128.0.1	K00695	map00500
gid81130.0.2	K03257	map03013
gid81130.0.3	K03257	map03013
gid8114.0.1	K07456	map03430
gid81154.0.1	K02183	map04016
gid81154.0.1	K02183	map04070
gid81154.0.1	K02183	map04626
gid8115.0.2	K14521	map03008
gid81171.0.1	K14521	map03008
gid81171.0.2	K14521	map03008
gid81180.0.1	K16794	map00565
gid8118.0.1	K00850	map00010
gid8118.0.1	K00850	map00030
gid8118.0.1	K00850	map00051
gid8118.0.1	K00850	map00052
gid8118.0.1	K00850	map03018
gid811.0.1	K02958	map03010
gid811.0.2	K02958	map03010
gid8120.0.1	K00276	map00260
gid8120.0.1	K00276	map00350
gid8120.0.1	K00276	map00360
gid8120.0.1	K00276	map00410
gid8120.0.1	K00276	map00950
gid8120.0.1	K00276	map00960
gid8121.0.1	K11824	map04144
gid8122.0.1	K01087	map00500
gid8123.0.1	K09667	map00514
gid8124.0.1	K00784	map03013
gid81262.0.1	K02727	map03050
gid81268.0.1	K00913	map00562
gid81268.0.1	K00913	map04070
gid81275.0.1	K02969	map03010
gid81275.0.2	K02969	map03010
gid81288.0.1	K13024	map04070
gid8128.0.1	K01867	map00970
gid81292.0.1	K12624	map03018
gid81292.0.1	K12624	map03040
gid8129.0.1	K03262	map03013
gid812.0.1	K02888	map03010
gid81306.0.1	K03008	map00230
gid81306.0.1	K03008	map00240
gid81306.0.1	K03008	map03020
gid81342.0.1	K02976	map03010
gid81397.0.1	K10609	map03420
gid81397.0.1	K10609	map04120
gid8143.0.2	K00799	map00480
gid8143.0.3	K00799	map00480
gid8144.0.1	K00927	map00010
gid8144.0.1	K00927	map00710
gid81481.0.1	K12349	map00600
gid81499.0.1	K12586	map03018
gid814.0.1	K13510	map00564
gid814.0.1	K13510	map00565
gid81501.0.1	K13508	map00561
gid81501.0.1	K13508	map00564
gid81514.0.1	K18660	map00280
gid8151.0.1	K01179	map00500
gid8154.0.1	K01469	map00480
gid81565.1.1	K14488	map04075
gid815.0.1	K01673	map00910
gid81603.0.2	K12831	map03040
gid8160.0.1	K10143	map04120
gid8160.0.1	K10143	map04712
gid81614.0.1	K03243	map03013
gid8161.0.1	K03249	map03013
gid81621.0.1	K20558	map04016
gid81621.0.2	K20558	map04016
gid8162.0.1	K01634	map00600
gid8163.0.1	K01968	map00280
gid81646.0.1	K01082	map00920
gid8164.0.1	K12135	map04712
gid81650.0.1	K01183	map00520
gid81659.0.1	K05391	map04626
gid8165.0.1	K00029	map00620
gid8165.0.1	K00029	map00710
gid81664.0.1	K18835	map04626
gid81664.0.2	K18835	map04626
gid81685.0.1	K04043	map03018
gid8169.0.1	K03251	map03013
gid8172.0.1	K03355	map04120
gid81736.0.1	K01756	map00230
gid81736.0.1	K01756	map00250
gid8174.0.1	K14497	map04016
gid8174.0.1	K14497	map04075
gid81763.0.1	K04125	map00904
gid8177.0.1	K01054	map00561
gid81788.0.1	K12829	map03040
gid8179.0.1	K00873	map00010
gid8179.0.1	K00873	map00230
gid8179.0.1	K00873	map00620
gid8180.0.1	K13667	map00514
gid81812.0.1	K01778	map00300
gid81818.0.1	K01937	map00240
gid8181.0.1	K11584	map03015
gid8181.0.2	K11584	map03015
gid8183.0.1	K00208	map00061
gid8183.0.1	K00208	map00333
gid8183.0.1	K00208	map00780
gid8184.0.1	K01938	map00670
gid81851.0.1	K10578	map04120
gid81851.0.1	K10578	map04141
gid81852.0.1	K13789	map00900
gid81858.0.3	K03124	map03022
gid8185.0.1	K01047	map00564
gid8185.0.1	K01047	map00565
gid8185.0.1	K01047	map00590
gid8185.0.1	K01047	map00591
gid8185.0.1	K01047	map00592
gid81862.0.1	K02209	map03030
gid81869.0.1	K06617	map00052
gid81876.0.1	K10643	map03018
gid8189.0.2	K12447	map00040
gid8189.0.2	K12447	map00052
gid8189.0.2	K12447	map00053
gid8189.0.2	K12447	map00520
gid8189.3.1	K03006	map00230
gid8189.3.1	K03006	map00240
gid8189.3.1	K03006	map03020
gid8189.3.3	K13434	map04626
gid8190.0.1	K00006	map00564
gid8191.0.1	K05657	map02010
gid8192.0.1	K07253	map00350
gid8192.0.1	K07253	map00360
gid81944.0.1	K02132	map00190
gid81944.0.2	K02132	map00190
gid81944.1.1	K02132	map00190
gid81954.0.1	K00422	map00350
gid81954.0.1	K00422	map00950
gid81957.0.1	K14484	map04075
gid8196.0.1	K00800	map00400
gid81982.0.2	K03061	map03050
gid81989.0.1	K11155	map00561
gid81998.0.1	K14399	map03015
gid81998.0.2	K14399	map03015
gid8199.0.1	K00789	map00270
gid8199.0.2	K00789	map00270
gid819.0.1	K11423	map00310
gid81.0.1	K03012	map00230
gid81.0.1	K03012	map00240
gid81.0.1	K03012	map03020
gid82022.0.1	K11517	map00630
gid82022.0.1	K11517	map04146
gid82065.0.1	K00128	map00010
gid82065.0.1	K00128	map00053
gid82065.0.1	K00128	map00071
gid82065.0.1	K00128	map00280
gid82065.0.1	K00128	map00310
gid82065.0.1	K00128	map00330
gid82065.0.1	K00128	map00340
gid82065.0.1	K00128	map00380
gid82065.0.1	K00128	map00410
gid82065.0.1	K00128	map00561
gid82065.0.1	K00128	map00620
gid82065.0.1	K00128	map00903
gid82067.0.1	K02979	map03010
gid8209.0.1	K00099	map00900
gid82109.0.1	K01535	map00190
gid82129.0.1	K14549	map03008
gid82132.0.3	K01626	map00400
gid8213.0.1	K01051	map00040
gid82167.0.1	K13379	map00520
gid82198.0.1	K02880	map03010
gid82211.0.1	K04646	map04144
gid8222.0.1	K14327	map03013
gid8222.0.1	K14327	map03015
gid82231.0.1	K05677	map02010
gid82231.0.1	K05677	map04146
gid8223.0.1	K18134	map00514
gid82268.0.1	K00384	map00450
gid82268.0.2	K00384	map00450
gid8226.0.1	K07407	map00052
gid8226.0.1	K07407	map00561
gid8226.0.1	K07407	map00600
gid8226.0.1	K07407	map00603
gid8228.0.1	K19891	map00500
gid822.0.1	K02993	map03010
gid822.0.2	K02993	map03010
gid8233.0.1	K17606	map04136
gid82343.0.3	K02910	map03010
gid82346.0.1	K01723	map00592
gid82360.0.1	K02979	map03010
gid82370.0.1	K01069	map00620
gid8238.0.1	K08232	map00053
gid8238.1.2	K08232	map00053
gid8238.2.1	K08232	map00053
gid8240.0.1	K02945	map03010
gid82444.0.1	K08912	map00196
gid82461.0.1	K11430	map00310
gid8246.0.1	K09523	map04141
gid82493.0.1	K00507	map01040
gid8250.0.2	K10867	map03440
gid82514.0.2	K02137	map00190
gid8251.0.1	K14495	map04075
gid8253.0.1	K13413	map04016
